 0.01;0.149406
 0.02;0.0857669
 0.03;0.0587896
 0.04;0.0515823
 0.05;0.0445329
 0.06;0.0411321
 0.07;0.037902
 0.08;0.0354821
 0.09;0.0334192
 0.1;0.0316941
 0.11;0.0302049
 0.12;0.0289085
 0.13;0.0277639
 0.14;0.0267433
 0.15;0.0258245
 0.16;0.0249903
 0.17;0.0242271
 0.18;0.023524
 0.19;0.0228721
 0.2;0.0222644
 0.21;0.0216948
 0.22;0.0211586
 0.23;0.0206517
 0.24;0.0201709
 0.25;0.0197133
 0.26;0.0192766
 0.27;0.0188588
 0.28;0.0184667
 0.29;0.0181025
 0.3;0.0177521
 0.31;0.0174144
 0.32;0.0170885
 0.33;0.0167735
 0.34;0.0164687
 0.35;0.0161735
 0.36;0.0158874
 0.37;0.0156097
 0.38;0.0153401
 0.39;0.0150782
 0.4;0.0148236
 0.41;0.014576
 0.42;0.0143349
 0.43;0.0141048
 0.44;0.0138923
 0.45;0.0136848
 0.46;0.0134823
 0.47;0.0132844
 0.48;0.013091
 0.49;0.012902
 0.5;0.0127172
 0.51;0.0125365
 0.52;0.0123598
 0.53;0.0121869
 0.54;0.0120177
 0.55;0.0118522
 0.56;0.0116902
 0.57;0.0115394
 0.58;0.011395
 0.59;0.0112532
 0.6;0.0111142
 0.61;0.0109777
 0.62;0.0108437
 0.63;0.0107121
 0.64;0.010583
 0.65;0.0104562
 0.66;0.0103318
 0.67;0.0102095
 0.68;0.0100895
 0.69;0.00997158
 0.7;0.00985576
 0.71;0.00974877
 0.72;0.00964451
 0.73;0.00954191
 0.74;0.00944091
 0.75;0.0093415
 0.76;0.00924365
 0.77;0.00914732
 0.78;0.00905248
 0.79;0.00895912
 0.8;0.0088672
 0.81;0.0087767
 0.82;0.00868759
 0.83;0.00859984
 0.84;0.00851343
 0.85;0.00843045
 0.86;0.00835209
 0.87;0.00827479
 0.88;0.00819854
 0.89;0.00812333
 0.9;0.00804913
 0.91;0.00797593
 0.92;0.00790373
 0.93;0.00783249
 0.94;0.00776221
 0.95;0.00769288
 0.96;0.00762447
 0.97;0.00755697
 0.98;0.00749038
 0.99;0.00742466
 1;0.00736016
 1.01;0.00730014
 1.02;0.00724083
 1.03;0.00718223
 1.04;0.00712433
 1.05;0.00706711
 1.06;0.00701056
 1.07;0.00695469
 1.08;0.00689948
 1.09;0.00684491
 1.1;0.006791
 1.11;0.00673771
 1.12;0.00668505
 1.13;0.00663301
 1.14;0.00658157
 1.15;0.00653074
 1.16;0.0064805
 1.17;0.00643352
 1.18;0.00638728
 1.19;0.00634152
 1.2;0.00629625
 1.21;0.00625145
 1.22;0.00620712
 1.23;0.00616325
 1.24;0.00611984
 1.25;0.00607689
 1.26;0.00603438
 1.27;0.00599232
 1.28;0.00595069
 1.29;0.0059095
 1.3;0.00586873
 1.31;0.00582839
 1.32;0.00578847
 1.33;0.00574895
 1.34;0.00571165
 1.35;0.00567508
 1.36;0.00563885
 1.37;0.00560296
 1.38;0.0055674
 1.39;0.00553218
 1.4;0.00549728
 1.41;0.00546271
 1.42;0.00542847
 1.43;0.00539454
 1.44;0.00536093
 1.45;0.00532763
 1.46;0.00529464
 1.47;0.00526195
 1.48;0.00522957
 1.49;0.00519749
 1.5;0.0051657
 1.51;0.0051342
 1.52;0.00510432
 1.53;0.00507502
 1.54;0.00504597
 1.55;0.00501716
 1.56;0.0049886
 1.57;0.00496027
 1.58;0.00493218
 1.59;0.00490433
 1.6;0.00487671
 1.61;0.00484932
 1.62;0.00482216
 1.63;0.00479522
 1.64;0.00476852
 1.65;0.00474203
 1.66;0.00471576
 1.67;0.00468971
 1.68;0.00466388
 1.69;0.00463826
 1.7;0.00461286
 1.71;0.00458869
 1.72;0.00456495
 1.73;0.00454139
 1.74;0.00451801
 1.75;0.0044948
 1.76;0.00447177
 1.77;0.00444892
 1.78;0.00442624
 1.79;0.00440372
 1.8;0.00438138
 1.81;0.00435921
 1.82;0.0043372
 1.83;0.00431536
 1.84;0.00429369
 1.85;0.00427218
 1.86;0.00425082
 1.87;0.00422963
 1.88;0.0042086
 1.89;0.00418773
 1.9;0.00416701
 1.91;0.00414729
 1.92;0.00412786
 1.93;0.00410855
 1.94;0.00408938
 1.95;0.00407034
 1.96;0.00405143
 1.97;0.00403265
 1.98;0.004014
 1.99;0.00399547
 2;0.00397708
 2.01;0.00395881
