-9.48528;0;0;0;
-9.38528;0;2.7414e-016;2.73695e-016;
-9.28528;5.55112e-017;6.96969e-016;6.95891e-016;
-9.18528;1.11022e-016;1.49386e-015;1.49169e-015;
-9.08528;3.33067e-016;3.0809e-015;3.07675e-015;
-8.98528;6.66134e-016;6.27082e-015;6.263e-015;
-8.88528;1.55431e-015;1.26666e-014;1.2652e-014;
-8.78528;3.44169e-015;2.5422e-014;2.5395e-014;
-8.68528;7.66054e-015;5.07068e-014;5.06571e-014;
-8.58528;1.65978e-014;1.00514e-013;1.00423e-013;
-8.48528;3.56937e-014;1.97997e-013;1.97832e-013;
-8.38528;7.60503e-014;3.87555e-013;3.87257e-013;
-8.28528;1.60538e-013;7.5373e-013;7.53196e-013;
-8.18528;3.35343e-013;1.45637e-012;1.45541e-012;
-8.08528;6.93778e-013;2.79552e-012;2.79384e-012;
-7.98528;1.42142e-012;5.33038e-012;5.32742e-012;
-7.88528;2.88369e-012;1.00954e-011;1.00902e-011;
-7.78528;5.79303e-012;1.89898e-011;1.89808e-011;
-7.68528;1.15241e-011;3.54746e-011;3.54592e-011;
-7.58528;2.27012e-011;6.58082e-011;6.57819e-011;
-7.48528;4.42831e-011;1.2122e-010;1.21175e-010;
-7.38528;8.55413e-011;2.217e-010;2.21625e-010;
-7.28528;1.6363e-010;4.02552e-010;4.02426e-010;
-7.18528;3.09959e-010;7.25621e-010;7.25411e-010;
-7.08528;5.81434e-010;1.29836e-009;1.29802e-009;
-6.98528;1.08008e-009;2.30593e-009;2.30537e-009;
-6.88528;1.98689e-009;4.06474e-009;4.06382e-009;
-6.78528;3.61955e-009;7.11084e-009;7.10936e-009;
-6.68528;6.52987e-009;1.23447e-008;1.23424e-008;
-6.58528;1.16661e-008;2.12659e-008;2.12621e-008;
-6.48528;2.06406e-008;3.63493e-008;3.63434e-008;
-6.38528;3.61656e-008;6.16442e-008;6.16349e-008;
-6.28528;6.27557e-008;1.03715e-007;1.03701e-007;
-6.18528;1.07844e-007;1.73109e-007;1.73086e-007;
-6.08528;1.8354e-007;2.86612e-007;2.86578e-007;
-5.98528;3.09357e-007;4.70699e-007;4.70648e-007;
-5.88528;5.16403e-007;7.66726e-007;7.66648e-007;
-5.78528;8.53734e-007;1.23868e-006;1.23857e-006;
-5.68528;1.39787e-006;1.98463e-006;1.98446e-006;
-5.58528;2.26685e-006;3.15338e-006;3.15312e-006;
-5.48528;3.64084e-006;4.96852e-006;4.96815e-006;
-5.38528;5.79171e-006;7.7627e-006;7.76216e-006;
-5.28528;9.12524e-006;1.20258e-005;1.2025e-005;
-5.18528;1.42403e-005;1.84718e-005;1.84706e-005;
-5.08528;2.20111e-005;2.81308e-005;2.81292e-005;
-4.98528;3.3699e-005;4.24733e-005;4.24711e-005;
-4.88528;5.11037e-005;6.35766e-005;6.35735e-005;
-4.78528;7.67638e-005;9.4343e-005;9.43387e-005;
-4.68528;0.000114219;0.000138784;0.000138778;
-4.58528;0.000168346;0.000202385;0.000202377;
-4.48528;0.000245789;0.000292557;0.000292547;
-4.38528;0.00035549;0.000419209;0.000419195;
-4.28528;0.00050934;0.000595428;0.000595409;
-4.18528;0.000722959;0.0008383;0.000838275;
-4.08528;0.00101661;0.00116986;0.00116983;
-3.98528;0.00141628;0.00161821;0.00161817;
-3.88528;0.0019548;0.00221867;0.00221861;
-3.78528;0.00267321;0.00301515;0.00301508;
-3.68528;0.00362204;0.00406147;0.00406138;
-3.58528;0.00486271;0.00542273;0.00542263;
-3.48528;0.00646881;0.00717657;0.00717644;
-3.38528;0.00852724;0.00941422;0.00941406;
-3.28528;0.011139;0.0122413;0.0122411;
-3.18528;0.0144199;0.015778;0.0157778;
-3.08528;0.0184999;0.020159;0.0201587;
-2.98528;0.0235229;0.0255324;0.0255321;
-2.88528;0.0296448;0.0320575;0.0320571;
-2.78528;0.0370311;0.0399025;0.0399021;
-2.68528;0.0458529;0.0492401;0.0492396;
-2.58528;0.0562829;0.0602426;0.060242;
-2.48528;0.0684888;0.073076;0.0730753;
-2.38528;0.0826277;0.0878927;0.087892;
-2.28528;0.0988376;0.104824;0.104823;
-2.18528;0.11723;0.123973;0.123972;
-2.08528;0.137882;0.145402;0.145401;
-1.98528;0.160826;0.169132;0.169131;
-1.88528;0.186047;0.195128;0.195127;
-1.78528;0.21347;0.223295;0.223295;
-1.68528;0.24296;0.253478;0.253477;
-1.58528;0.274314;0.285451;0.285451;
-1.48528;0.307266;0.318925;0.318924;
-1.38528;0.341481;0.353542;0.353541;
-1.28528;0.376566;0.388887;0.388886;
-1.18528;0.41207;0.424491;0.424491;
-1.08528;0.447497;0.459842;0.459842;
-0.985281;0.482315;0.494396;0.494397;
-0.885281;0.51597;0.527592;0.527592;
-0.785281;0.547899;0.558863;0.558864;
-0.685281;0.577545;0.587657;0.587659;
-0.585281;0.604375;0.613449;0.61345;
-0.485281;0.627891;0.635754;0.635756;
-0.385281;0.647646;0.654147;0.654148;
-0.285281;0.663262;0.668268;0.66827;
-0.185281;0.67443;0.677842;0.677844;
-0.0852814;0.680932;0.682677;0.682679;
0.0147186;0.682637;0.682677;0.682679;
0.114719;0.679512;0.677842;0.677844;
0.214719;0.671619;0.668268;0.66827;
0.314719;0.659115;0.654147;0.654148;
0.414719;0.642245;0.635754;0.635756;
0.514719;0.62134;0.613449;0.61345;
0.614719;0.5968;0.587657;0.587659;
0.714719;0.569087;0.558863;0.558864;
0.814719;0.538712;0.527592;0.527592;
0.914719;0.506217;0.494396;0.494397;
1.01472;0.472161;0.459842;0.459842;
1.11472;0.437107;0.424491;0.424491;
1.21472;0.401604;0.388887;0.388886;
1.31472;0.366173;0.353542;0.353541;
1.41472;0.3313;0.318925;0.318924;
1.51472;0.297418;0.285451;0.285451;
1.61472;0.264905;0.253478;0.253477;
1.71472;0.234075;0.223295;0.223295;
1.81472;0.205176;0.195128;0.195127;
1.91472;0.17839;0.169132;0.169131;
2.01472;0.153834;0.145402;0.145401;
2.11472;0.131565;0.123973;0.123972;
2.21472;0.111584;0.104824;0.104823;
2.31472;0.0938436;0.0878927;0.087892;
2.41472;0.0782563;0.073076;0.0730753;
2.51472;0.0647017;0.0602426;0.060242;
2.61472;0.0530355;0.0492401;0.0492396;
2.71472;0.0430967;0.0399025;0.0399021;
2.81472;0.0347154;0.0320575;0.0320571;
2.91472;0.0277189;0.0255324;0.0255321;
3.01472;0.0219373;0.020159;0.0201587;
3.11472;0.0172076;0.015778;0.0157778;
3.21472;0.0133772;0.0122413;0.0122411;
3.31472;0.0103062;0.00941422;0.00941406;
3.41472;0.00786863;0.00717657;0.00717644;
3.51472;0.0059532;0.00542273;0.00542263;
3.61472;0.00446308;0.00406147;0.00406138;
3.71472;0.00331539;0.00301515;0.00301508;
3.81472;0.00244026;0.00221867;0.00221861;
3.91472;0.0017796;0.00161821;0.00161817;
4.01472;0.00128582;0.00116986;0.00116983;
4.11472;0.000920445;0.0008383;0.000838275;
4.21472;0.00065277;0.000595428;0.000595409;
4.31472;0.000458624;0.000419209;0.000419195;
4.41472;0.000319209;0.000292557;0.000292547;
4.51472;0.000220093;0.000202385;0.000202377;
4.61472;0.000150327;0.000138784;0.000138778;
4.71472;0.000101709;9.4343e-005;9.43387e-005;
4.81472;6.81661e-005;6.35766e-005;6.35735e-005;
4.91472;4.52532e-005;4.24733e-005;4.24711e-005;
5.01472;2.97575e-005;2.81308e-005;2.81292e-005;
5.11472;1.93821e-005;1.84718e-005;1.84706e-005;
5.21472;1.25042e-005;1.20258e-005;1.2025e-005;
5.31472;7.99018e-006;7.7627e-006;7.76216e-006;
5.41472;5.057e-006;4.96852e-006;4.96815e-006;
5.51472;3.17001e-006;3.15338e-006;3.15312e-006;
5.61472;1.96812e-006;1.98463e-006;1.98446e-006;
