5.71472;1.21022e-006;1.23868e-006;1.23857e-006;
5.81472;7.37032e-007;7.66726e-007;7.66648e-007;
5.91472;4.44548e-007;4.70699e-007;4.70648e-007;
6.01472;2.65555e-007;2.86612e-007;2.86578e-007;
6.11472;1.57104e-007;1.73109e-007;1.73086e-007;
6.21472;9.2048e-008;1.03715e-007;1.03701e-007;
6.31472;5.3411e-008;6.16442e-008;6.16349e-008;
6.41472;3.06925e-008;3.63493e-008;3.63434e-008;
6.51472;1.74669e-008;2.12659e-008;2.12621e-008;
6.61472;9.8441e-009;1.23447e-008;1.23424e-008;
6.71472;5.49428e-009;7.11084e-009;7.10936e-009;
6.81472;3.0368e-009;4.06474e-009;4.06382e-009;
6.91472;1.66222e-009;2.30593e-009;2.30537e-009;
7.01472;9.00997e-010;1.29836e-009;1.29802e-009;
7.11472;4.83637e-010;7.25621e-010;7.25411e-010;
7.21472;2.57083e-010;4.02552e-010;4.02426e-010;
7.31472;1.35327e-010;2.217e-010;2.21625e-010;
7.41472;7.05416e-011;1.2122e-010;1.21175e-010;
7.51472;3.6413e-011;6.58082e-011;6.57819e-011;
7.61472;1.86129e-011;3.54746e-011;3.54592e-011;
7.71472;9.42146e-012;1.89898e-011;1.89808e-011;
7.81472;4.72244e-012;1.00954e-011;1.00902e-011;
7.91472;2.34396e-012;5.33038e-012;5.32742e-012;
8.01472;1.15208e-012;2.79552e-012;2.79384e-012;
8.11472;5.60718e-013;1.45637e-012;1.45541e-012;
8.21472;2.70228e-013;7.5373e-013;7.53196e-013;
8.31472;1.28952e-013;3.87555e-013;3.87257e-013;
8.41472;6.09512e-014;1.97997e-013;1.97832e-013;
8.51472;2.85327e-014;1.00514e-013;1.00423e-013;
8.61472;1.32117e-014;5.07068e-014;5.06571e-014;
8.71472;6.05072e-015;2.5422e-014;2.5395e-014;
8.81472;2.77556e-015;1.26666e-014;1.2652e-014;
8.91472;1.22125e-015;6.27082e-015;6.263e-015;
9.01472;5.55112e-016;3.0809e-015;3.07675e-015;
9.11472;2.22045e-016;1.49386e-015;1.49169e-015;
9.21472;1.11022e-016;6.96969e-016;6.95891e-016;
9.31472;5.55112e-017;2.7414e-016;2.73695e-016;
9.41472;0;0;0;
